Year,State,County,Office,Party,Votes
2018,TX,Lipscomb County,US Senator,Democratic,116
2018,TX,Lipscomb County,US Senator,Republican,942
2018,TX,Live Oak County,US Senator,Democratic,602
2018,TX,Live Oak County,US Senator,Republican,3032
2018,TX,Llano County,US Senator,Democratic,2124
2018,TX,Llano County,US Senator,Republican,7954
2018,TX,Loving County,US Senator,Democratic,6
2018,TX,Loving County,US Senator,Republican,46
2018,TX,Lubbock County,US Senator,Democratic,32068
2018,TX,Lubbock County,US Senator,Republican,58780
2018,TX,Lynn County,US Senator,Democratic,323
2018,TX,Lynn County,US Senator,Republican,1369
2018,TX,Marion County,US Senator,Democratic,1018
2018,TX,Marion County,US Senator,Republican,2448
2018,TX,Maverick County,US Senator,Democratic,7727
2018,TX,Maverick County,US Senator,Republican,2951
2018,TX,McCulloch County,US Senator,Democratic,400
2018,TX,McCulloch County,US Senator,Republican,2244
2018,TX,McLennan County,US Senator,Democratic,28452
2018,TX,McLennan County,US Senator,Republican,45855
2018,TX,McMullen County,US Senator,Democratic,41
2018,TX,McMullen County,US Senator,Republican,387
2018,TX,Medina County,US Senator,Democratic,4621
2018,TX,Medina County,US Senator,Republican,11444
2018,TX,Menard County,US Senator,Republican,632
2018,TX,Midland County,US Senator,Democratic,9723
2018,TX,Midland County,US Senator,Republican,32867
2018,TX,Milam County,US Senator,Democratic,1997
2018,TX,Milam County,US Senator,Republican,5922
2018,TX,Mills County,US Senator,Democratic,229
2018,TX,Mills County,US Senator,Republican,1764
2018,TX,Mitchell County,US Senator,Democratic,323
2018,TX,Mitchell County,US Senator,Republican,1585
2018,TX,Montague County,US Senator,Democratic,941
2018,TX,Montague County,US Senator,Republican,6424
2018,TX,Montgomery County,US Senator,Democratic,51268
2018,TX,Montgomery County,US Senator,Republican,137395
2018,TX,Moore County,US Senator,Democratic,787
2018,TX,Moore County,US Senator,Republican,3248
2018,TX,Morris County,US Senator,Democratic,1257
2018,TX,Morris County,US Senator,Republican,2951
2018,TX,Nacogdoches County,US Senator,Democratic,7732
2018,TX,Nacogdoches County,US Senator,Republican,13775
2018,TX,Navarro County,US Senator,Democratic,3918
2018,TX,Navarro County,US Senator,Republican,10391
2018,TX,Nolan County,US Senator,Democratic,927
2018,TX,Nolan County,US Senator,Republican,3116
2018,TX,Nueces County,US Senator,Democratic,47392
2018,TX,Nueces County,US Senator,Republican,45956
2018,TX,Palo Pinto County,US Senator,Democratic,1837
2018,TX,Palo Pinto County,US Senator,Republican,7547
2018,TX,Parker County,US Senator,Democratic,9956
2018,TX,Parker County,US Senator,Republican,44071
2018,TX,Pecos County,US Senator,Democratic,1339
2018,TX,Pecos County,US Senator,Republican,2161
2018,TX,Polk County,US Senator,Democratic,3850
2018,TX,Polk County,US Senator,Republican,12794
2018,TX,Potter County,US Senator,Democratic,7521
2018,TX,Potter County,US Senator,Republican,16689
2018,TX,Randall County,US Senator,Democratic,9613
2018,TX,Randall County,US Senator,Republican,38479
2018,TX,Reagan County,US Senator,Democratic,136
2018,TX,Reagan County,US Senator,Republican,692
2018,TX,Real County,US Senator,Democratic,245
2018,TX,Real County,US Senator,Republican,1311
2018,TX,Red River County,US Senator,Democratic,973
2018,TX,Red River County,US Senator,Republican,3427
2018,TX,Reeves County,US Senator,Democratic,1252
2018,TX,Reeves County,US Senator,Republican,1125
2018,TX,Refugio County,US Senator,Democratic,847
2018,TX,Refugio County,US Senator,Republican,1636
2018,TX,Robertson County,US Senator,Democratic,1942
2018,TX,Robertson County,US Senator,Republican,4292
2018,TX,Rockwall County,US Senator,Democratic,11713
2018,TX,Rockwall County,US Senator,Republican,26590
2018,TX,Runnels County,US Senator,Democratic,385
2018,TX,Runnels County,US Senator,Republican,2842
2018,TX,Rusk County,US Senator,Democratic,3609
2018,TX,Rusk County,US Senator,Republican,12595
2018,TX,Sabine County,US Senator,Democratic,496
2018,TX,Sabine County,US Senator,Republican,3456
2018,TX,San Augustine County,US Senator,Democratic,734
2018,TX,San Augustine County,US Senator,Republican,2266
2018,TX,San Jacinto County,US Senator,Democratic,1785
2018,TX,San Jacinto County,US Senator,Republican,7499
2018,TX,San Patricio County,US Senator,Democratic,6777
2018,TX,San Patricio County,US Senator,Republican,11335
2018,TX,San Saba County,US Senator,Democratic,247
2018,TX,San Saba County,US Senator,Republican,1811
2018,TX,Schleicher County,US Senator,Democratic,209
2018,TX,Schleicher County,US Senator,Republican,735
2018,TX,Scurry County,US Senator,Democratic,642
2018,TX,Scurry County,US Senator,Republican,3705
2018,TX,Shelby County,US Senator,Democratic,1521
2018,TX,Shelby County,US Senator,Republican,6008
2018,TX,Stephens County,US Senator,Democratic,324
2018,TX,Stephens County,US Senator,Republican,2627
2018,TX,Sterling County,US Senator,Democratic,44
2018,TX,Sterling County,US Senator,Republican,442
2018,TX,Stonewall County,US Senator,Democratic,112
2018,TX,Stonewall County,US Senator,Republican,497
2018,TX,Sutton County,US Senator,Democratic,265
2018,TX,Sutton County,US Senator,Republican,934
2018,TX,Swisher County,US Senator,Democratic,420
2018,TX,Swisher County,US Senator,Republican,1461
2018,TX,Tarrant County,US Senator,Democratic,313497
2018,TX,Tarrant County,US Senator,Republican,309189
2018,TX,Taylor County,US Senator,Democratic,10489
2018,TX,Taylor County,US Senator,Republican,29811
2018,TX,Terry County,US Senator,Democratic,629
2018,TX,Terry County,US Senator,Republican,2169
2018,TX,Throckmorton County,US Senator,Democratic,77
2018,TX,Throckmorton County,US Senator,Republican,617
2018,TX,Travis County,US Senator,Democratic,359772
2018,TX,Travis County,US Senator,Republican,119278
2018,TX,Tyler County,US Senator,Democratic,1185
2018,TX,Tyler County,US Senator,Republican,5919
2018,TX,Upshur County,US Senator,Democratic,2364
2018,TX,Upshur County,US Senator,Republican,11529
2018,TX,Upton County,US Senator,Democratic,169
2018,TX,Upton County,US Senator,Republican,854
2018,TX,Uvalde County,US Senator,Democratic,3528
2018,TX,Uvalde County,US Senator,Republican,4348
2018,TX,Van Zandt County,US Senator,Democratic,2634
2018,TX,Van Zandt County,US Senator,Republican,15182
2018,TX,Victoria County,US Senator,Democratic,8046
2018,TX,Victoria County,US Senator,Republican,19005
2018,TX,Washington County,US Senator,Democratic,3263
2018,TX,Washington County,US Senator,Republican,10134
2018,TX,Webb County,US Senator,Democratic,35159
2018,TX,Webb County,US Senator,Republican,13814
2018,TX,Wheeler County,US Senator,Democratic,125
2018,TX,Wheeler County,US Senator,Republican,1679
2018,TX,Wichita County,US Senator,Democratic,9971
2018,TX,Wichita County,US Senator,Republican,23648
2018,TX,Wilbarger County,US Senator,Democratic,776
2018,TX,Wilbarger County,US Senator,Republican,2639
2018,TX,Wilson County,US Senator,Democratic,4567
2018,TX,Wilson County,US Senator,Republican,13025
2018,TX,Winkler County,US Senator,Democratic,321
2018,TX,Winkler County,US Senator,Republican,1123
2018,TX,Wood County,US Senator,Democratic,2635
2018,TX,Wood County,US Senator,Republican,13987
2018,TX,Yoakum County,US Senator,Democratic,335
2018,TX,Yoakum County,US Senator,Republican,1558
2018,TX,Young County,US Senator,Democratic,821
2018,TX,Young County,US Senator,Republican,5543
2018,TX,Zapata County,US Senator,Democratic,1392
2018,TX,Zapata County,US Senator,Republican,821
2018,UT,Beaver County,US Senator,Democratic,298
2018,UT,Beaver County,US Senator,Republican,1620
2018,UT,Carbon County,US Senator,Democratic,1879
2018,UT,Carbon County,US Senator,Republican,4387
2018,UT,Daggett County,US Senator,Democratic,80
2018,UT,Daggett County,US Senator,Republican,335
2018,UT,Garfield County,US Senator,Democratic,388
2018,UT,Garfield County,US Senator,Republican,1626
2018,UT,Grand County,US Senator,Democratic,2138
2018,UT,Grand County,US Senator,Republican,1935
2018,UT,Iron County,US Senator,Democratic,2846
2018,UT,Iron County,US Senator,Republican,11286
2018,UT,Juab County,US Senator,Democratic,492
2018,UT,Juab County,US Senator,Republican,3320
2018,UT,Kane County,US Senator,Democratic,746
2018,UT,Kane County,US Senator,Republican,2135
2018,UT,Morgan County,US Senator,Democratic,600
2018,UT,Morgan County,US Senator,Republican,4144
2018,UT,Piute County,US Senator,Democratic,77
2018,UT,Piute County,US Senator,Republican,524
2018,UT,Salt Lake County,US Senator,Democratic,186856
2018,UT,Salt Lake County,US Senator,Republican,207719
2018,UT,San Juan County,US Senator,Democratic,2096
2018,UT,San Juan County,US Senator,Republican,2934
2018,UT,Sanpete County,US Senator,Democratic,1139
2018,UT,Sanpete County,US Senator,Republican,7367
2018,UT,Sevier County,US Senator,Democratic,771
2018,UT,Sevier County,US Senator,Republican,5810
2018,UT,Uintah County,US Senator,Democratic,1135
2018,UT,Uintah County,US Senator,Republican,7946
2018,UT,Utah County,US Senator,Democratic,28856
2018,UT,Utah County,US Senator,Republican,135240
2018,UT,Wasatch County,US Senator,Democratic,3467
2018,UT,Wasatch County,US Senator,Republican,8126
2018,VT,Addison County,US Senator,Democratic,11964
2018,VT,Addison County,US Senator,Republican,4439
2018,VT,Caledonia County,US Senator,Democratic,6803
2018,VT,Caledonia County,US Senator,Republican,4296
2018,VT,Essex County,US Senator,Democratic,1059
2018,VT,Essex County,US Senator,Republican,976
2018,VT,Franklin County,US Senator,Democratic,10492
2018,VT,Franklin County,US Senator,Republican,6782
2018,VT,Orange County,US Senator,Democratic,8097
2018,VT,Orange County,US Senator,Republican,3790
2018,VT,Orleans County,US Senator,Democratic,5571
2018,VT,Orleans County,US Senator,Republican,3853
2018,VT,Rutland County,US Senator,Democratic,13585
2018,VT,Rutland County,US Senator,Republican,9576
2018,VT,Washington County,US Senator,Democratic,19395
2018,VT,Washington County,US Senator,Republican,6517
2018,VT,Windham County,US Senator,Democratic,14386
2018,VT,Windham County,US Senator,Republican,3673
2018,VT,Windsor County,US Senator,Democratic,17354
2018,VT,Windsor County,US Senator,Republican,6402
2018,VA,Albemarle County,US Senator,Republican,16371
2018,VA,Albemarle County,US Senator,Democratic,35701
2018,VA,Alexandria City,US Senator,Republican,10734
2018,VA,Alexandria City,US Senator,Democratic,53307
2018,VA,Alleghany County,US Senator,Republican,3433
2018,VA,Alleghany County,US Senator,Democratic,1952
2018,VA,Amelia County,US Senator,Republican,3823
2018,VA,Amelia County,US Senator,Democratic,1938
2018,VA,Amherst County,US Senator,Republican,7779
2018,VA,Amherst County,US Senator,Democratic,4541
2018,VA,Appomattox County,US Senator,Republican,4751
2018,VA,Appomattox County,US Senator,Democratic,1828
2018,VA,Arlington County,US Senator,Republican,16495
2018,VA,Arlington County,US Senator,Democratic,87258
2018,VA,Augusta County,US Senator,Republican,20796
2018,VA,Augusta County,US Senator,Democratic,8427
2018,VA,Bath County,US Senator,Republican,1142
2018,VA,Bath County,US Senator,Democratic,576
2018,VA,Bland County,US Senator,Republican,1916
2018,VA,Bland County,US Senator,Democratic,504
2018,VA,Botetourt County,US Senator,Republican,10720
2018,VA,Botetourt County,US Senator,Democratic,4543
2018,VA,Bristol City,US Senator,Republican,3427
2018,VA,Bristol City,US Senator,Democratic,1770
2018,VA,Brunswick County,US Senator,Republican,2394
2018,VA,Brunswick County,US Senator,Democratic,3717
2018,VA,Buchanan County,US Senator,Republican,4095
2018,VA,Buchanan County,US Senator,Democratic,1785
2018,VA,Buena Vista City,US Senator,Republican,1047
2018,VA,Buena Vista City,US Senator,Democratic,666
2018,VA,Campbell County,US Senator,Republican,15239
2018,VA,Campbell County,US Senator,Democratic,6305
2018,VA,Carroll County,US Senator,Republican,8042
2018,VA,Carroll County,US Senator,Democratic,2459
2018,VA,Charles City,US Senator,Republican,1168
2018,VA,Charles City,US Senator,Democratic,2131
2018,VA,Charlotte County,US Senator,Republican,2792
2018,VA,Charlotte County,US Senator,Democratic,1871
2018,VA,Charlottesville City,US Senator,Republican,2346
2018,VA,Charlottesville City,US Senator,Democratic,17641
2018,VA,Chesterfield County,US Senator,Republican,67835
2018,VA,Chesterfield County,US Senator,Democratic,83091
2018,VA,Colonial Heights City,US Senator,Republican,4183
2018,VA,Colonial Heights City,US Senator,Democratic,2105
2018,VA,Covington City,US Senator,Republican,957
2018,VA,Covington City,US Senator,Democratic,785
2018,VA,Craig County,US Senator,Republican,1615
2018,VA,Craig County,US Senator,Democratic,544
2018,VA,Culpeper County,US Senator,Republican,10913
2018,VA,Culpeper County,US Senator,Democratic,8093
2018,VA,Danville City,US Senator,Republican,5518
2018,VA,Danville City,US Senator,Democratic,9418
2018,VA,Dickenson County,US Senator,Republican,2926
2018,VA,Dickenson County,US Senator,Democratic,1524
2018,VA,Dinwiddie County,US Senator,Republican,5626
2018,VA,Dinwiddie County,US Senator,Democratic,4865
2018,VA,Emporia City,US Senator,Republican,608
2018,VA,Emporia City,US Senator,Democratic,1163
2018,VA,Essex County,US Senator,Republican,2115
2018,VA,Essex County,US Senator,Democratic,2266
2018,VA,Fairfax County,US Senator,Republican,129095
2018,VA,Fairfax County,US Senator,Democratic,340740
2018,VA,Fluvanna County,US Senator,Republican,5793
2018,VA,Fluvanna County,US Senator,Democratic,5981
2018,VA,Franklin City,US Senator,Republican,1065
2018,VA,Franklin City,US Senator,Democratic,1894
2018,VA,Franklin County,US Senator,Republican,14849
2018,VA,Franklin County,US Senator,Democratic,6995
2018,VA,Frederick County,US Senator,Republican,20640
2018,VA,Frederick County,US Senator,Democratic,12885
2018,VA,Fredericksburg City,US Senator,Republican,2832
2018,VA,Fredericksburg City,US Senator,Democratic,6621
2018,VA,Galax City,US Senator,Republican,1198
2018,VA,Galax City,US Senator,Democratic,620
2018,VA,Goochland County,US Senator,Republican,7472
2018,VA,Goochland County,US Senator,Democratic,5443
2018,VA,Grayson County,US Senator,Republican,4249
2018,VA,Grayson County,US Senator,Democratic,1412
2018,VA,Greene County,US Senator,Republican,4749
2018,VA,Greene County,US Senator,Democratic,3183
2018,VA,Greensville County,US Senator,Republican,1363
2018,VA,Greensville County,US Senator,Democratic,2109
2018,VA,Halifax County,US Senator,Republican,7691
2018,VA,Halifax County,US Senator,Democratic,5869
2018,VA,Hampton City,US Senator,Republican,12696
2018,VA,Hampton City,US Senator,Democratic,37078
2018,VA,Harrisonburg City,US Senator,Republican,4056
2018,VA,Harrisonburg City,US Senator,Democratic,9234
2018,VA,Henry County,US Senator,Republican,11471
2018,VA,Henry County,US Senator,Democratic,7061
2018,VA,Highland County,US Senator,Republican,772
2018,VA,Highland County,US Senator,Democratic,400
2018,VA,Hopewell City,US Senator,Republican,2894
2018,VA,Hopewell City,US Senator,Democratic,3878
2018,VA,Isle Of Wight County,US Senator,Republican,9171
2018,VA,Isle Of Wight County,US Senator,Democratic,7357
2018,VA,James City County,US Senator,Republican,17955
2018,VA,James City County,US Senator,Democratic,20146
2018,VA,King and Queen County,US Senator,Republican,1615
2018,VA,King and Queen County,US Senator,Democratic,1318
2018,VA,King William County,US Senator,Republican,4707
2018,VA,King William County,US Senator,Democratic,2675
2018,VA,Lancaster County,US Senator,Republican,2947
2018,VA,Lancaster County,US Senator,Democratic,2683
2018,VA,Lee County,US Senator,Republican,5096
2018,VA,Lee County,US Senator,Democratic,1671
2018,VA,Lexington City,US Senator,Republican,569
2018,VA,Lexington City,US Senator,Democratic,1511
2018,VA,Loudoun County,US Senator,Republican,58369
2018,VA,Loudoun County,US Senator,Democratic,106064
2018,VA,Lunenburg County,US Senator,Republican,2480
2018,VA,Lunenburg County,US Senator,Democratic,1943
2018,VA,Lynchburg City,US Senator,Republican,12238
2018,VA,Lynchburg City,US Senator,Democratic,13582
2018,VA,Madison County,US Senator,Republican,3655
2018,VA,Madison County,US Senator,Democratic,2273
2018,VA,Manassas Park City,US Senator,Republican,1260
2018,VA,Manassas Park City,US Senator,Democratic,3032
2018,VA,Martinsville City,US Senator,Republican,1566
2018,VA,Martinsville City,US Senator,Democratic,2889
2018,VA,Mathews County,US Senator,Republican,2791
2018,VA,Mathews County,US Senator,Democratic,1566
2018,VA,Mecklenburg County,US Senator,Republican,6533
2018,VA,Mecklenburg County,US Senator,Democratic,5149
2018,VA,Middlesex County,US Senator,Republican,3014
2018,VA,Middlesex County,US Senator,Democratic,2031
2018,VA,Montgomery County,US Senator,Republican,14382
2018,VA,Montgomery County,US Senator,Democratic,20109
2018,VA,Nelson County,US Senator,Republican,3417
2018,VA,Nelson County,US Senator,Democratic,3808
2018,VA,New Kent County,US Senator,Republican,6774
2018,VA,New Kent County,US Senator,Democratic,3736
2018,VA,Newport News City,US Senator,Republican,17891
2018,VA,Newport News City,US Senator,Democratic,39398
2018,VA,Norfolk City,US Senator,Republican,15603
2018,VA,Norfolk City,US Senator,Democratic,50565
2018,VA,Northampton County,US Senator,Republican,2124
2018,VA,Northampton County,US Senator,Democratic,2924
2018,VA,Northumberland County,US Senator,Republican,3567
2018,VA,Northumberland County,US Senator,Democratic,2631
2018,VA,Nottoway County,US Senator,Republican,2775
2018,VA,Nottoway County,US Senator,Democratic,2466
2018,VA,Orange County,US Senator,Republican,8577
2018,VA,Orange County,US Senator,Democratic,6148
2018,VA,Page County,US Senator,Republican,5825
2018,VA,Page County,US Senator,Democratic,2356
2018,VA,Patrick County,US Senator,Republican,4999
2018,VA,Patrick County,US Senator,Democratic,1633
2018,VA,Pittsylvania County,US Senator,Republican,16923
2018,VA,Pittsylvania County,US Senator,Democratic,8105
2018,VA,Portsmouth City,US Senator,Republican,8601
2018,VA,Portsmouth City,US Senator,Democratic,23985
2018,VA,Prince George County,US Senator,Republican,7004
2018,VA,Prince George County,US Senator,Democratic,5475
2018,VA,Prince William County,US Senator,Republican,54040
2018,VA,Prince William County,US Senator,Democratic,106449
2018,VA,Pulaski County,US Senator,Republican,7835
2018,VA,Pulaski County,US Senator,Democratic,4063
2018,VA,Richmond City,US Senator,Republican,11962
2018,VA,Richmond City,US Senator,Democratic,75485
2018,VA,Richmond County,US Senator,Republican,1683
2018,VA,Richmond County,US Senator,Democratic,1191
2018,VA,Roanoke County,US Senator,Republican,24194
2018,VA,Roanoke County,US Senator,Democratic,17012
2018,VA,Russell County,US Senator,Republican,6379
2018,VA,Russell County,US Senator,Democratic,2471
2018,VA,Salem City,US Senator,Republican,5571
2018,VA,Salem City,US Senator,Democratic,4116
2018,VA,Scott County,US Senator,Republican,5824
2018,VA,Scott County,US Senator,Democratic,1627
2018,VA,Shenandoah County,US Senator,Republican,10836
2018,VA,Shenandoah County,US Senator,Democratic,5362
2018,VA,Smyth County,US Senator,Republican,6864
2018,VA,Smyth County,US Senator,Democratic,2683
2018,VA,Southampton County,US Senator,Republican,3869
2018,VA,Southampton County,US Senator,Democratic,3047
2018,VA,Spotsylvania County,US Senator,Republican,26466
2018,VA,Spotsylvania County,US Senator,Democratic,24554
2018,VA,Stafford County,US Senator,Republican,26368
2018,VA,Stafford County,US Senator,Democratic,28536
2018,VA,Staunton City,US Senator,Republican,3937
2018,VA,Staunton City,US Senator,Democratic,5417
2018,VA,Suffolk City,US Senator,Republican,13397
2018,VA,Suffolk City,US Senator,Democratic,21397
2018,VA,Surry County,US Senator,Republican,1436
2018,VA,Surry County,US Senator,Democratic,1997
2018,VA,Sussex County,US Senator,Republican,1598
2018,VA,Sussex County,US Senator,Democratic,2258
2018,VA,Tazewell County,US Senator,Republican,10428
2018,VA,Tazewell County,US Senator,Democratic,2809
2018,VA,Washington County,US Senator,Republican,14350
2018,VA,Washington County,US Senator,Democratic,5825
2018,VA,Westmoreland County,US Senator,Republican,3421
2018,VA,Westmoreland County,US Senator,Democratic,3448
2018,VA,Williamsburg City,US Senator,Republican,1547
2018,VA,Williamsburg City,US Senator,Democratic,4530
2018,VA,Winchester City,US Senator,Republican,3657
2018,VA,Winchester City,US Senator,Democratic,5242
2018,VA,Wise County,US Senator,Republican,7991
2018,VA,Wise County,US Senator,Democratic,2860
2018,VA,Wythe County,US Senator,Republican,7669
2018,VA,Wythe County,US Senator,Democratic,2879
2018,WA,Adams County,US Senator,Democratic,1365
2018,WA,Adams County,US Senator,Republican,2867
2018,WA,Benton County,US Senator,Democratic,28187
2018,WA,Benton County,US Senator,Republican,46938
2018,WA,Chelan County,US Senator,Democratic,14787
2018,WA,Chelan County,US Senator,Republican,18775
2018,WA,Clallam County,US Senator,Democratic,20036
2018,WA,Clallam County,US Senator,Republican,19504
2018,WA,Clark County,US Senator,Democratic,102619
2018,WA,Clark County,US Senator,Republican,91153
2018,WA,Columbia County,US Senator,Democratic,731
2018,WA,Columbia County,US Senator,Republican,1468
2018,WA,Cowlitz County,US Senator,Democratic,20485
2018,WA,Cowlitz County,US Senator,Republican,23773
2018,WA,Douglas County,US Senator,Democratic,5390
2018,WA,Douglas County,US Senator,Republican,9512
2018,WA,Ferry County,US Senator,Democratic,1329
2018,WA,Ferry County,US Senator,Republican,2159
2018,WA,Franklin County,US Senator,Democratic,8983
2018,WA,Franklin County,US Senator,Republican,13329
2018,WA,Garfield County,US Senator,Democratic,445
2018,WA,Garfield County,US Senator,Republican,880
2018,WA,Grant County,US Senator,Democratic,8159
2018,WA,Grant County,US Senator,Republican,18333
2018,WA,Grays Harbor County,US Senator,Democratic,13605
2018,WA,Grays Harbor County,US Senator,Republican,14851
2018,WA,Jefferson County,US Senator,Democratic,14331
2018,WA,Jefferson County,US Senator,Republican,6502
2018,WA,King County,US Senator,Democratic,708654
2018,WA,King County,US Senator,Republican,247071
2018,WA,Kittitas County,US Senator,Democratic,8330
2018,WA,Kittitas County,US Senator,Republican,10996
2018,WA,Lewis County,US Senator,Democratic,11078
2018,WA,Lewis County,US Senator,Republican,22793
2018,WA,Lincoln County,US Senator,Democratic,1604
2018,WA,Lincoln County,US Senator,Republican,3974
2018,WA,Mason County,US Senator,Democratic,13220
2018,WA,Mason County,US Senator,Republican,14416
2018,WA,Okanogan County,US Senator,Democratic,7231
2018,WA,Okanogan County,US Senator,Republican,9414
2018,WA,Pacific County,US Senator,Democratic,5527
2018,WA,Pacific County,US Senator,Republican,5332
2018,WA,Pend Oreille County,US Senator,Democratic,2477
2018,WA,Pend Oreille County,US Senator,Republican,4379
2018,WA,Pierce County,US Senator,Democratic,174097
2018,WA,Pierce County,US Senator,Republican,152177
2018,WA,San Juan County,US Senator,Democratic,8016
2018,WA,San Juan County,US Senator,Republican,3026
2018,WA,Skagit County,US Senator,Democratic,28122
2018,WA,Skagit County,US Senator,Republican,26498
2018,WA,Snohomish County,US Senator,Democratic,184218
2018,WA,Snohomish County,US Senator,Republican,136749
2018,WA,Spokane County,US Senator,Democratic,112000
2018,WA,Spokane County,US Senator,Republican,115508
2018,WA,Stevens County,US Senator,Democratic,7274
2018,WA,Stevens County,US Senator,Republican,15296
2018,WA,Thurston County,US Senator,Democratic,72677
2018,WA,Thurston County,US Senator,Republican,51472
2018,WA,Wahkiakum County,US Senator,Democratic,1082
2018,WA,Wahkiakum County,US Senator,Republican,1341
2018,WA,Walla Walla County,US Senator,Democratic,11862
2018,WA,Walla Walla County,US Senator,Republican,13731
2018,WA,Whatcom County,US Senator,Democratic,65043
2018,WA,Whatcom County,US Senator,Republican,43781
2018,WA,Yakima County,US Senator,Democratic,29476
2018,WA,Yakima County,US Senator,Republican,40958
2018,WV,Barbour County,US Senator,Democratic,2121
2018,WV,Barbour County,US Senator,Republican,2562
2018,WV,Berkeley County,US Senator,Democratic,14508
2018,WV,Berkeley County,US Senator,Republican,18111
2018,WV,Boone County,US Senator,Democratic,3894
2018,WV,Boone County,US Senator,Republican,2710
2018,WV,Braxton County,US Senator,Democratic,2148
2018,WV,Braxton County,US Senator,Republican,1887
2018,WV,Calhoun County,US Senator,Democratic,967
2018,WV,Calhoun County,US Senator,Republican,1065
2018,WV,Clay County,US Senator,Democratic,1141
2018,WV,Clay County,US Senator,Republican,1197
2018,WV,Doddridge County,US Senator,Democratic,746
2018,WV,Doddridge County,US Senator,Republican,1352
2018,WV,Fayette County,US Senator,Democratic,6502
2018,WV,Fayette County,US Senator,Republican,5160
2018,WV,Gilmer County,US Senator,Democratic,944
2018,WV,Gilmer County,US Senator,Republican,929
2018,WV,Grant County,US Senator,Democratic,935
2018,WV,Grant County,US Senator,Republican,2820
2018,WV,Greenbrier County,US Senator,Democratic,6201
2018,WV,Greenbrier County,US Senator,Republican,5563
2018,WV,Hardy County,US Senator,Democratic,1880
2018,WV,Hardy County,US Senator,Republican,2467
2018,WV,Jackson County,US Senator,Democratic,4890
2018,WV,Jackson County,US Senator,Republican,4964
2018,WV,Jefferson County,US Senator,Democratic,10666
2018,WV,Jefferson County,US Senator,Republican,9360
2018,WV,Kanawha County,US Senator,Democratic,39333
2018,WV,Kanawha County,US Senator,Republican,22527
2018,WV,Lewis County,US Senator,Democratic,2326
2018,WV,Lewis County,US Senator,Republican,2879
2018,WV,Lincoln County,US Senator,Democratic,2899
2018,WV,Lincoln County,US Senator,Republican,2553
2018,WV,Marion County,US Senator,Democratic,10889
2018,WV,Marion County,US Senator,Republican,7280
2018,WV,Marshall County,US Senator,Democratic,5485
2018,WV,Marshall County,US Senator,Republican,4868
2018,WV,Mason County,US Senator,Democratic,4270
2018,WV,Mason County,US Senator,Republican,3805
2018,WV,McDowell County,US Senator,Democratic,2222
2018,WV,McDowell County,US Senator,Republican,2198
2018,WV,Mercer County,US Senator,Democratic,7430
2018,WV,Mercer County,US Senator,Republican,10033
2018,WV,Mineral County,US Senator,Democratic,3108
2018,WV,Mineral County,US Senator,Republican,5525
2018,WV,Monongalia County,US Senator,Democratic,18010
2018,WV,Monongalia County,US Senator,Republican,10918
2018,WV,Monroe County,US Senator,Democratic,2125
2018,WV,Monroe County,US Senator,Republican,2644
2018,WV,Morgan County,US Senator,Democratic,2143
2018,WV,Morgan County,US Senator,Republican,3783
2018,WV,Pendleton County,US Senator,Democratic,948
2018,WV,Pendleton County,US Senator,Republican,1478
2018,WV,Pocahontas County,US Senator,Democratic,1269
2018,WV,Pocahontas County,US Senator,Republican,1411
2018,WV,Preston County,US Senator,Democratic,3686
2018,WV,Preston County,US Senator,Republican,5943
2018,WV,Raleigh County,US Senator,Democratic,10581
2018,WV,Raleigh County,US Senator,Republican,12620
2018,WV,Randolph County,US Senator,Democratic,4472
2018,WV,Randolph County,US Senator,Republican,4017
2018,WV,Ritchie County,US Senator,Democratic,1082
2018,WV,Ritchie County,US Senator,Republican,1961
2018,WV,Roane County,US Senator,Democratic,2165
2018,WV,Roane County,US Senator,Republican,1899
2018,WV,Summers County,US Senator,Democratic,2069
2018,WV,Summers County,US Senator,Republican,1868
2018,WV,Taylor County,US Senator,Democratic,2376
2018,WV,Taylor County,US Senator,Republican,2642
2018,WV,Tucker County,US Senator,Democratic,1469
2018,WV,Tucker County,US Senator,Republican,1502
2018,WV,Tyler County,US Senator,Democratic,1065
2018,WV,Tyler County,US Senator,Republican,1603
2018,WV,Upshur County,US Senator,Democratic,3102
2018,WV,Upshur County,US Senator,Republican,4010
2018,WV,Wayne County,US Senator,Democratic,6395
2018,WV,Wayne County,US Senator,Republican,5954
2018,WV,Wetzel County,US Senator,Democratic,2518
2018,WV,Wetzel County,US Senator,Republican,2135
2018,WV,Wood County,US Senator,Democratic,14189
2018,WV,Wood County,US Senator,Republican,13696
2018,WV,Wyoming County,US Senator,Democratic,2607
2018,WV,Wyoming County,US Senator,Republican,3096
2018,WI,Adams County,US Senator,Republican,4854
2018,WI,Adams County,US Senator,Democratic,4537
2018,WI,Ashland County,US Senator,Republican,2351
2018,WI,Ashland County,US Senator,Democratic,4533
2018,WI,Barron County,US Senator,Republican,9911
2018,WI,Barron County,US Senator,Democratic,8571
2018,WI,Bayfield County,US Senator,Republican,3233
2018,WI,Bayfield County,US Senator,Democratic,5541
2018,WI,Brown County,US Senator,Republican,55750
2018,WI,Brown County,US Senator,Democratic,59132
2018,WI,Calumet County,US Senator,Republican,12822
2018,WI,Calumet County,US Senator,Democratic,10741
2018,WI,Chippewa County,US Senator,Republican,13830
